"id","name","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","price","review_scores_rating","neighbourhood","listing_url"
17534690,"Cozy, Spacious, Recently Renovated 2BR Apt",37.7457933822664,-122.478193853802,"Apartment","Entire home/apt",4,1,2,2,150,91,"Parkside","https://www.airbnb.com/rooms/17534690"
9311466,"Modern SF Home 3 blocks from Beach",37.7422849164802,-122.503346115543,"House","Entire home/apt",8,1,2,3,210,90,"Outer Sunset","https://www.airbnb.com/rooms/9311466"
4026354,"Cozy 2 BR + Nice Ocean View+parking",37.7447422417873,-122.4908469254,"House","Entire home/apt",4,1,2,2,209,93,"Parkside","https://www.airbnb.com/rooms/4026354"
13827669,"The Parkside",37.7443269694335,-122.478042973659,"House","Entire home/apt",4,1,2,2,150,100,"Parkside","https://www.airbnb.com/rooms/13827669"
18873809,"Private two bedroom suite on the Beach",37.7448479916218,-122.502583103127,"Other","Entire home/apt",4,1,2,2,250,98,"Outer Sunset","https://www.airbnb.com/rooms/18873809"
12679234,"Welcome to the edge of the Earth!",37.7393454848765,-122.496811146917,"Apartment","Entire home/apt",4,1,2,2,179,97,"Outer Sunset","https://www.airbnb.com/rooms/12679234"
14711944,"Parkside Paragon 2 Bedroom Home with Ocean Views",37.7441705269941,-122.485112135864,"House","Entire home/apt",5,1,2,1,188,70,"Parkside","https://www.airbnb.com/rooms/14711944"
8354243,"Spacious west portal in-law apartment",37.7392990517772,-122.472862440452,"House","Entire home/apt",5,2,2,3,179,95,"Parkside","https://www.airbnb.com/rooms/8354243"
10710389,"Bright Classic Parkside Retreat near transit",37.7460037741176,-122.474826249471,"House","Entire home/apt",4,2,2,2,155,100,"Parkside","https://www.airbnb.com/rooms/10710389"
5581254,"Modern, Luxury 2BR/2BA",37.7425797264893,-122.48744022043,"Apartment","Entire home/apt",4,2,2,2,155,92,"Parkside","https://www.airbnb.com/rooms/5581254"
1006909,"2 Bedroom Home by Beach w/ Garden",37.7411966095683,-122.478369042133,"House","Entire home/apt",5,1,2,2,189,84,"Parkside","https://www.airbnb.com/rooms/1006909"
6153831,"Beautiful San Francisco Condo",37.7439865836405,-122.476977407116,"Apartment","Entire home/apt",4,1,2,3,200,90,"Parkside","https://www.airbnb.com/rooms/6153831"
943060,"Amazing SF Home with Ocean Views!",37.7402307539373,-122.4987315414,"Apartment","Entire home/apt",5,1,2,3,250,95,"Outer Sunset","https://www.airbnb.com/rooms/943060"
7463586,"Charming 2 Bedroom House With Yard, Grill & Cribs",37.7424261911712,-122.475089234232,"House","Entire home/apt",6,1.5,2,3,184,93,"Parkside","https://www.airbnb.com/rooms/7463586"
4874904,"Beach bungalow with tons of charm",37.744146968777,-122.486728212171,"House","Entire home/apt",6,1,2,4,320,96,"Parkside","https://www.airbnb.com/rooms/4874904"
2465543,"Luxury 2 bedroom 2 bath flat w/yard",37.7381075305026,-122.47357650049,"Apartment","Entire home/apt",4,2,2,2,99,98,"Parkside","https://www.airbnb.com/rooms/2465543"
19307356,"Beautiful Inner Parkside home",37.7471487084139,-122.472550991176,"House","Entire home/apt",4,1,2,2,140,87,"Inner Sunset","https://www.airbnb.com/rooms/19307356"
6833179,"Amazing 2 bdrms/living room/full kitchen + parking",37.7452638221811,-122.501230856249,"House","Entire home/apt",5,1,2,3,200,87,"Outer Sunset","https://www.airbnb.com/rooms/6833179"
7065694,"San Francisco Beach House - Surf SF",37.7380570615581,-122.506228898516,"House","Entire home/apt",4,1,2,2,350,100,"Outer Sunset","https://www.airbnb.com/rooms/7065694"
15008570,"Private 2 bedrooms 1 bath, living room and views.",37.7380385042703,-122.481718630974,"House","Entire home/apt",5,1,2,3,142,93,"Parkside","https://www.airbnb.com/rooms/15008570"
20571968,"Modern Bohemian 2 bedroom apartment in south beach",37.788182981588,-122.394516169927,"Apartment","Entire home/apt",4,1,2,1,229,100,"SoMa","https://www.airbnb.com/rooms/20571968"
734871,"2Bed/2bath For Business Travelers",37.7857479843775,-122.400556401693,"Apartment","Entire home/apt",4,2,2,2,328,90,"SoMa","https://www.airbnb.com/rooms/734871"
17582767,"Downtown luxury new 2B2B condo by water with view",37.7905207765538,-122.392655390604,"Apartment","Entire home/apt",4,2,2,2,399,100,"South Beach","https://www.airbnb.com/rooms/17582767"
9648750,"Stunning Corporate Apt--Downtown SF",37.7902373087807,-122.40295830606,"Apartment","Entire home/apt",4,2,2,2,600,100,"Financial District","https://www.airbnb.com/rooms/9648750"
13154998,"Amazing View - 2 bed / 2bath w/ Parking",37.7921947812221,-122.402326334497,"Apartment","Entire home/apt",4,2,2,2,550,94,"Financial District","https://www.airbnb.com/rooms/13154998"
11566230,"2B2B by Moscone-Walking distance to Anywhere",37.7863133205161,-122.400312616207,"Apartment","Entire home/apt",6,2,2,2,399,95,"SoMa","https://www.airbnb.com/rooms/11566230"
19963366,"PRICE CUT Ritz Carlton Downtown SF Sept 8-10",37.789035809074,-122.402432717619,"Condominium","Entire home/apt",6,2,2,3,995,100,"Financial District","https://www.airbnb.com/rooms/19963366"
12882037,"RitzCarlton Club 2br San Francisco",37.7891599045237,-122.402720237067,"Apartment","Entire home/apt",4,2.5,2,2,899,100,"Financial District","https://www.airbnb.com/rooms/12882037"
4821623,"Historic Jackson Sq. Pied a Terre",37.7969239923694,-122.40379479705,"Other","Entire home/apt",4,1,2,2,185,94,"Financial District","https://www.airbnb.com/rooms/4821623"
13879420,"Ritz Carlton Residence San Franciso!",37.7889348392923,-122.402535652736,"Condominium","Entire home/apt",6,2.5,2,2,450,100,"Financial District","https://www.airbnb.com/rooms/13879420"
15508487,"Sunny SF Home W/Ocean & City Views From Bedrooms",37.7207781850344,-122.466100861286,"House","Entire home/apt",6,1,2,3,289,88,"Oceanview","https://www.airbnb.com/rooms/15508487"
20618503,"2 Bedroom Quiet Back House Cottage in Ocean Ave",37.7218118723434,-122.458180708732,"Other","Entire home/apt",4,1,2,2,169,96,"Ingleside","https://www.airbnb.com/rooms/20618503"
